1.416560411453247070e-01,4.062141776084899902e-01,1.272360980510711670e-01,1.004381384700536728e-02
6.545244902372360229e-02,2.090026587247848511e-01,4.075382351875305176e-01,1.002725772559642792e-02
7.753195166587829590e-01,2.038536667823791504e-01,1.540452837944030762e-01,1.195996534079313278e-02
6.013722419738769531e-01,2.030289471149444580e-01,1.746736764907836914e-01,1.006273273378610611e-02
7.346886992454528809e-01,4.742422103881835938e-01,3.370325267314910889e-01,1.023891195654869080e-02
7.175292372703552246e-01,5.308524370193481445e-01,1.758708953857421875e-01,1.285342872142791748e-02
3.489350676536560059e-01,3.816750347614288330e-01,3.840140402317047119e-01,1.005058083683252335e-02
5.525634884834289551e-01,2.946467399597167969e-01,4.017590284347534180e-01,1.003603171557188034e-02
5.382865667343139648e-01,2.799650728702545166e-01,1.043960973620414734e-01,1.008869521319866180e-02
5.890267491340637207e-01,4.669297933578491211e-01,2.571919560432434082e-01,1.008050236850976944e-02
5.651538372039794922e-01,2.024396210908889771e-01,2.438480257987976074e-01,1.001231651753187180e-02
5.069626569747924805e-01,2.122388333082199097e-01,1.708851754665374756e-01,1.004336215555667877e-02
3.457057103514671326e-02,2.958195209503173828e-01,2.147407233715057373e-01,1.000675559043884277e-02
2.065236568450927734e-01,3.133927285671234131e-01,2.915214598178863525e-01,1.025373768061399460e-02
5.640731453895568848e-01,2.063793241977691650e-01,1.207688152790069580e-01,1.027789432555437088e-02
2.908676862716674805e-01,5.456417202949523926e-01,2.207403182983398438e-01,1.003713067620992661e-02
2.012202590703964233e-01,4.945587515830993652e-01,3.435398638248443604e-01,1.007604226469993591e-02
6.989179849624633789e-01,3.858462870121002197e-01,4.768781661987304688e-01,1.017004996538162231e-02
6.795454025268554688e-02,2.747577726840972900e-01,2.496370077133178711e-01,1.002703327685594559e-02
2.071055024862289429e-01,2.919004559516906738e-01,2.102292478084564209e-01,1.003163587301969528e-02
1.491172313690185547e-01,2.010912150144577026e-01,3.128332793712615967e-01,1.008453313261270523e-02
4.470472335815429688e-01,5.123494267463684082e-01,1.409034878015518188e-01,1.032214611768722534e-02
3.313973546028137207e-01,3.853011727333068848e-01,2.720375359058380127e-01,1.003028172999620438e-02
1.050085797905921936e-01,4.908567070960998535e-01,3.581791520118713379e-01,1.256914995610713959e-02
5.039263889193534851e-02,2.229513525962829590e-01,3.198799788951873779e-01,1.002596598118543625e-02
5.718733668327331543e-01,2.059385031461715698e-01,3.871746063232421875e-01,1.001113094389438629e-02
1.716668903827667236e-01,2.108304947614669800e-01,3.410061895847320557e-01,1.012924313545227051e-02
2.462053745985031128e-01,3.946322798728942871e-01,3.318385183811187744e-01,1.003287080675363541e-02
6.388071775436401367e-01,4.733164310455322266e-01,3.763303160667419434e-01,1.009948924183845520e-02
1.382597833871841431e-01,5.370855927467346191e-01,4.508239626884460449e-01,1.431264169514179230e-02
