1.980500221252441406e+00,1.376292586326599121e+00,5.828002095222473145e-01
3.409443378448486328e+00,1.951528429985046387e+00,5.229079723358154297e-01
1.813937902450561523e+00,1.077315330505371094e+00,5.701768994331359863e-01
3.488142728805541992e+00,7.907675504684448242e-01,2.562898397445678711e-01
3.452698707580566406e+00,1.233427405357360840e+00,5.639730691909790039e-01
8.641836643218994141e-01,1.769814610481262207e+00,3.880594372749328613e-01
7.220788002014160156e-01,8.100044727325439453e-01,4.695297479629516602e-01
1.546432971954345703e-01,1.036053776741027832e+00,4.565126895904541016e-01
3.649966955184936523e+00,6.204064488410949707e-01,2.718986570835113525e-01
3.645874023437500000e+00,1.534316301345825195e+00,4.833058118820190430e-01
2.134694099426269531e+00,1.346257448196411133e+00,5.401912927627563477e-01
3.648679256439208984e+00,1.325899124145507812e+00,2.312597781419754028e-01
3.607613801956176758e+00,1.357274532318115234e+00,3.361279666423797607e-01
2.753919839859008789e+00,1.118686795234680176e+00,3.543024957180023193e-01
3.290987253189086914e+00,1.943986415863037109e+00,2.908111512660980225e-01
2.883381605148315430e+00,6.035394072532653809e-01,5.587997436523437500e-01
3.430158138275146484e+00,9.005661010742187500e-01,5.645072460174560547e-01
1.502836704254150391e+00,1.548386335372924805e+00,5.421842336654663086e-01
1.444386720657348633e+00,1.842431306838989258e+00,4.898618459701538086e-01
1.912173748016357422e+00,1.355984091758728027e+00,5.957949757575988770e-01
3.977055549621582031e+00,1.566416978836059570e+00,3.631201386451721191e-01
2.548475742340087891e+00,1.108705163002014160e+00,3.551188111305236816e-01
5.464251041412353516e-01,1.277610301971435547e+00,5.488780736923217773e-01
2.546782493591308594e-01,1.373072385787963867e+00,5.353715419769287109e-01
2.499558210372924805e+00,1.543695926666259766e+00,2.728941738605499268e-01
3.195722579956054688e+00,1.317830801010131836e+00,5.914293527603149414e-01
1.358458280563354492e+00,6.287567615509033203e-01,4.797518253326416016e-01
2.591355085372924805e+00,1.748316645622253418e+00,2.380975037813186646e-01
1.391867637634277344e+00,1.444792151451110840e+00,3.906574845314025879e-01
2.903964281082153320e+00,8.426803350448608398e-01,4.747657179832458496e-01
