7.935940623283386230e-01,2.014670372009277344e-01,5.980203151702880859e-01,1.164355967193841934e-02
7.996837496757507324e-01,2.032158076763153076e-01,5.999749898910522461e-01,2.111930213868618011e-02
7.988643646240234375e-01,2.033043056726455688e-01,5.998131036758422852e-01,1.589734666049480438e-02
7.983182072639465332e-01,2.102731168270111084e-01,3.278548717498779297e-01,9.724655002355575562e-02
7.958902716636657715e-01,2.020231336355209351e-01,5.995373129844665527e-01,3.135725110769271851e-02
7.988169044256210327e-02,2.007044255733489990e-01,5.996085405349731445e-01,1.011861115694046021e-02
6.671912074089050293e-01,2.023772299289703369e-01,5.985932946205139160e-01,1.000549551099538803e-02
2.541588246822357178e-01,3.153031468391418457e-01,5.087831616401672363e-01,1.002193521708250046e-02
7.997617125511169434e-01,5.989336371421813965e-01,3.409685194492340088e-01,7.156149297952651978e-02
7.988445162773132324e-01,2.046119719743728638e-01,5.994471907615661621e-01,4.453266412019729614e-02
7.969359159469604492e-01,2.029711902141571045e-01,5.992294549942016602e-01,1.665412075817584991e-02
7.993898391723632812e-01,2.150374352931976318e-01,3.524189591407775879e-01,6.893968582153320312e-02
7.993956804275512695e-01,2.077278792858123779e-01,4.724684655666351318e-01,7.688526809215545654e-02
7.988710999488830566e-01,2.049943357706069946e-01,4.817076623439788818e-01,5.900041759014129639e-02
7.999082803726196289e-01,2.095349133014678955e-01,5.072844624519348145e-01,5.515099316835403442e-02
7.978196740150451660e-01,2.055962532758712769e-01,5.998606681823730469e-01,6.384086608886718750e-02
7.904419302940368652e-01,2.052572071552276611e-01,5.998206138610839844e-01,4.340144991874694824e-02
5.664196014404296875e-01,2.003455609083175659e-01,5.982539653778076172e-01,1.004165783524513245e-02
4.159425199031829834e-01,2.012325525283813477e-01,5.976803302764892578e-01,1.003502681851387024e-02
7.923688292503356934e-01,2.006626278162002563e-01,5.994578599929809570e-01,1.060512568801641464e-02
7.963206171989440918e-01,2.125747650861740112e-01,5.168887376785278320e-01,8.809910714626312256e-02
7.901991605758666992e-01,2.054637670516967773e-01,4.777102768421173096e-01,4.636298120021820068e-02
8.257123641669750214e-03,2.008622139692306519e-01,5.920335054397583008e-01,1.005076430737972260e-02
2.722920477390289307e-01,3.074854612350463867e-01,4.701791405677795410e-01,1.000172644853591919e-02
7.904635071754455566e-01,2.089464813470840454e-01,4.739179611206054688e-01,4.058217257261276245e-02
7.948512434959411621e-01,2.017252147197723389e-01,5.985039472579956055e-01,2.254343405365943909e-02
7.931920886039733887e-01,2.069533318281173706e-01,5.464183688163757324e-01,2.720952220261096954e-02
7.946193814277648926e-01,2.100368440151214600e-01,4.661753773689270020e-01,3.995877131819725037e-02
7.953124642372131348e-01,2.007547467947006226e-01,5.993692874908447266e-01,1.291200518608093262e-02
7.960882782936096191e-01,2.024297416210174561e-01,5.592488646507263184e-01,7.090814411640167236e-02
