7.849540114402770996e-01,2.603864669799804688e-01,1.957103163003921509e-01,1.143168378621339798e-02
3.732229769229888916e-01,2.011534720659255981e-01,3.358751237392425537e-01,1.000722590833902359e-02
4.487800598144531250e-01,2.009801268577575684e-01,1.311325132846832275e-01,1.008946727961301804e-02
3.934187591075897217e-01,2.027047872543334961e-01,3.014951944351196289e-01,1.004452817142009735e-02
4.535400867462158203e-01,2.011309117078781128e-01,4.386130869388580322e-01,1.003087218850851059e-02
7.980095148086547852e-01,2.677965164184570312e-01,2.756844460964202881e-01,1.632655784487724304e-02
2.578234970569610596e-01,2.071002125740051270e-01,4.305643737316131592e-01,1.000165753066539764e-02
2.086295932531356812e-02,2.012063413858413696e-01,5.183036923408508301e-01,1.002238411456346512e-02
6.328166723251342773e-01,2.025069743394851685e-01,2.507536113262176514e-01,1.017545070499181747e-02
7.928447127342224121e-01,2.228213250637054443e-01,4.220381975173950195e-01,1.455407962203025818e-02
7.960988879203796387e-01,2.636342048645019531e-01,1.697942018508911133e-01,1.416593044996261597e-02
7.957454323768615723e-01,3.603888154029846191e-01,4.413512945175170898e-01,1.998871564865112305e-02
7.880495786666870117e-01,3.658788204193115234e-01,3.482998609542846680e-01,1.164208631962537766e-02
6.689650565385818481e-02,2.000102400779724121e-01,4.273493885993957520e-01,1.022914145141839981e-02
4.915125072002410889e-01,2.019484341144561768e-01,2.686776518821716309e-01,1.006324868649244308e-02
7.987923622131347656e-01,2.880417704582214355e-01,3.236258327960968018e-01,2.211291342973709106e-02
2.388602346181869507e-01,2.099916338920593262e-01,4.199645221233367920e-01,1.001976244151592255e-02
7.981376051902770996e-01,5.037677884101867676e-01,3.443057835102081299e-01,1.366524584591388702e-02
2.429933054372668266e-03,2.074496895074844360e-01,5.184786319732666016e-01,1.002030447125434875e-02
5.387262701988220215e-01,2.043029814958572388e-01,3.271645307540893555e-01,1.000682543963193893e-02
1.089251041412353516e-01,2.136658728122711182e-01,2.778746187686920166e-01,1.004110276699066162e-02
7.985423207283020020e-01,2.983934879302978516e-01,3.434450924396514893e-01,1.477775536477565765e-02
7.978823781013488770e-01,4.357629418373107910e-01,4.001384377479553223e-01,1.084044482558965683e-02
2.701861858367919922e-01,2.001955807209014893e-01,5.901553630828857422e-01,1.002147607505321503e-02
7.987141013145446777e-01,2.295611500740051270e-01,4.070596396923065186e-01,1.422465220093727112e-02
5.754585862159729004e-01,2.011204063892364502e-01,1.802207529544830322e-01,1.002773176878690720e-02
4.655178189277648926e-01,2.001071572303771973e-01,4.358385503292083740e-01,1.000088825821876526e-02
7.960321903228759766e-01,3.095875978469848633e-01,5.465270876884460449e-01,2.174954488873481750e-02
6.043624281883239746e-01,2.014411538839340210e-01,1.002577841281890869e-01,1.002825424075126648e-02
6.863663196563720703e-01,2.157361656427383423e-01,2.325579524040222168e-01,1.027749199420213699e-02
