4.623143672943115234e-01,1.277997255325317383e+00,2.190917730331420898e-01
1.071062088012695312e-01,1.936061143875122070e+00,5.426737666130065918e-01
3.998528003692626953e+00,1.504597663879394531e+00,3.127109110355377197e-01
3.171782255172729492e+00,1.806730508804321289e+00,3.426100611686706543e-01
3.594078063964843750e+00,1.107628583908081055e+00,4.206762909889221191e-01
3.739465713500976562e+00,8.181164264678955078e-01,2.194185256958007812e-01
1.358173847198486328e+00,1.162263154983520508e+00,5.478540062904357910e-01
2.580130338668823242e+00,1.464634537696838379e+00,5.750818848609924316e-01
2.923453330993652344e+00,1.590251088142395020e+00,2.334955930709838867e-01
2.612379312515258789e+00,1.023639321327209473e+00,3.528229594230651855e-01
2.836369037628173828e+00,1.678464174270629883e+00,4.516835212707519531e-01
2.361520290374755859e+00,1.952174663543701172e+00,3.105489909648895264e-01
3.294110298156738281e-02,1.434890508651733398e+00,3.556059002876281738e-01
8.568263053894042969e-01,1.210039734840393066e+00,4.858005642890930176e-01
2.565726518630981445e+00,1.481952905654907227e+00,3.109824657440185547e-01
1.516260862350463867e+00,8.032415509223937988e-01,2.879515290260314941e-01
7.223970890045166016e-01,9.730882644653320312e-01,4.499697089195251465e-01
3.284322738647460938e+00,1.432423353195190430e+00,5.874535441398620605e-01
1.973855495452880859e-01,1.498790025711059570e+00,3.962664604187011719e-01
1.077262401580810547e+00,1.382928490638732910e+00,3.698824048042297363e-01
1.018642902374267578e+00,1.271975994110107422e+00,5.755975842475891113e-01
2.390967845916748047e+00,8.205604553222656250e-01,2.205931693315505981e-01
1.555818796157836914e+00,1.175908565521240234e+00,4.184527099132537842e-01
4.652652740478515625e-01,8.218492865562438965e-01,4.472603797912597656e-01
2.202553749084472656e-01,1.456671595573425293e+00,5.334772467613220215e-01
2.717255592346191406e+00,1.810028076171875000e+00,5.853367447853088379e-01
9.716057777404785156e-01,1.337719917297363281e+00,5.797689557075500488e-01
1.050095796585083008e+00,1.096148967742919922e+00,4.969637393951416016e-01
2.978680610656738281e+00,1.144258737564086914e+00,4.540777802467346191e-01
5.485992431640625000e-01,6.784125566482543945e-01,5.085477232933044434e-01
