6.584197878837585449e-01,2.006752490997314453e-01,3.702694475650787354e-01
5.373448729515075684e-01,2.006570845842361450e-01,1.863183677196502686e-01
7.241283655166625977e-01,5.999259352684020996e-01,2.840796709060668945e-01
5.547260642051696777e-01,5.999685525894165039e-01,5.012758970260620117e-01
2.455066442489624023e-01,5.362039208412170410e-01,4.005669355392456055e-01
5.194748640060424805e-01,3.508192300796508789e-01,3.042975664138793945e-01
2.587575614452362061e-01,2.970051169395446777e-01,1.832389384508132935e-01
4.147328063845634460e-02,2.727155685424804688e-01,1.000942066311836243e-01
2.523643374443054199e-01,4.263429641723632812e-01,3.760459125041961670e-01
6.709901094436645508e-01,2.512976825237274170e-01,2.238360047340393066e-01
5.238528251647949219e-01,3.637309670448303223e-01,3.023194074630737305e-01
6.271099299192428589e-02,5.637580156326293945e-01,3.269257545471191406e-01
4.067350029945373535e-01,3.951507806777954102e-01,1.002234518527984619e-01
5.247662067413330078e-01,2.141416817903518677e-01,3.016003072261810303e-01
5.531820934265851974e-04,2.069757431745529175e-01,2.325325310230255127e-01
4.276448190212249756e-01,3.370980024337768555e-01,2.992293834686279297e-01
3.534784018993377686e-01,5.129866003990173340e-01,1.897407323122024536e-01
2.065397053956985474e-01,2.003694474697113037e-01,4.096939265727996826e-01
2.562558054924011230e-01,5.999255776405334473e-01,5.492995381355285645e-01
6.512767672538757324e-01,2.011109143495559692e-01,2.027394622564315796e-01
3.975598514080047607e-01,4.645721912384033203e-01,2.566262185573577881e-01
5.569360852241516113e-01,2.387824803590774536e-01,1.186495646834373474e-01
2.624596357345581055e-01,3.447220921516418457e-01,1.000515371561050415e-01
5.870609879493713379e-01,2.877548038959503174e-01,2.532815337181091309e-01
5.092072486877441406e-01,3.026534318923950195e-01,3.348128497600555420e-01
6.663403511047363281e-01,3.299123644828796387e-01,1.002258285880088806e-01
2.068848721683025360e-02,4.056499898433685303e-01,3.485068082809448242e-01
7.615475058555603027e-01,5.652355551719665527e-01,1.841682493686676025e-01
7.046706080436706543e-01,5.884329080581665039e-01,1.939165890216827393e-01
4.115856587886810303e-01,3.144612014293670654e-01,3.525489270687103271e-01
